# this table lists all the cells recorded in CM. In order to be marked as
# healthy, a neuron needs to meet the following criteria:
# - spike height > 0 mV
# - resting potential < -60 mV
#
# the heat column is used to indicate whether the recording was done at room
# temperature (RT) or at an elevated temperature (H) that should be recorded
# in the ABF file. Sometimes these data were lost, in which case an override
# value can be supplied here
name cell class base.epoch healthy complex biocytin age heat drug isolate
20170421_1_2 cb37f71e-629c-4af5-8871-9a4e9b372a1c regular 2 1 0 0 36 H none colony
20170421_2_1 dfc2c987-d03d-4363-b7ce-619dea60d86c regular 2 1 0 0 36 H none colony
20170421_3_1 bead45f5-2485-4a5b-b7b7-c4452ec3f441 trans 2 1 0 0 36 H vclamp colony
20170517_1_1 56671a22-4454-45d8-a507-f9c8638cefcb trans 2 1 1 0 58 H none colony
20170531_1_1 e04a7a78-c9c5-40b6-bf81-eb6e455d874d onset 2 1 0 0 40 H none colony
20170531_2_1 c2888ba9-5c5c-4be4-9579-12c2ea53daf0 regular 2 1 0 0 40 H none colony
20170531_3_1 2738fcd7-5be1-4175-b693-9258a5172249 trans 2 1 0 0 40 H none colony
20170601_1_1 e68467d1-92dc-4a3b-b73f-0d0bbe1c956f regular 2 1 0 0 41 H none colony
20170601_2_1 09ebd379-5894-41c8-a1ad-5e993c60abd5 onset 2 1 0 0 41 H vclamp colony
20170607_1_1 fa99f856-887f-4d5a-b004-e45a314b0a1d regular 2 1 0 0 43 H none colony
20170607_2_1 429cdf8b-d30a-4117-89f2-41c0d9589567 regular 2 1 0 0 43 H vclamp colony
20170607_3_1 ac35794e-a5fa-486c-bfe7-4229754f96e4 regular 2 1 0 0 43 H none colony
20170607_4_1 e65b79f6-69e8-46c5-a842-1f0059506ef8 regular 2 1 0 0 43 H none colony
20170607_5_1 c6e6e3cb-22b7-4418-a22f-8ce3ff7799a2 trans 2 1 0 0 43 H vclamp colony
20170608_1_1 7ee4983d-0170-4cfd-9c03-f9af0c4d8206 onset 2 1 0 0 44 H none colony
20170608_2_1 52779211-b5de-472b-a75e-09cb3ea4cf40 regular 2 1 0 0 44 H vclamp colony
20170622_1_1 218acd1a-4d96-4b82-ab44-4762947350d7 regular 2 1 0 0 30 H none colony
20170622_2_2 fc655d73-34a1-4d05-ba18-e985032c38d0 regular 2 1 0 0 30 H vclamp colony
20170707_1_2 3aec81ec-2bb1-428e-ad22-73ba2171949d regular 2 1 0 0 44 H none colony
20170707_2_1 ebea0192-b7b3-480a-adb0-848300c18c72 trans 2 1 0 0 44 RT vclamp colony
20170707_3_1 c0d9c9a4-83af-4015-82b1-734d1ff8f828 trans 2 1 0 0 44 RT vclamp colony
20170712_1_1 fad275a6-ea7d-4031-ac92-269bddf81137 regular 2 1 0 0 22 H none colony
20170712_1_2 c06132b0-3fad-414f-83d5-5a251268792a regular 2 1 0 0 22 H none colony
20170712_2_1 9271dee6-4d3c-42ba-a7ba-f859f4e69047 trans 4 1 0 0 22 H vclamp colony
20170712_3_1 7eb3c2a8-b14a-436f-a9b5-1c109cfd54e6 regular 2 1 0 0 22 H none colony
20170712_3_2 d141fff8-d7da-481c-82f2-afe51532bfcb regular 2 1 0 0 22 H none colony
20170712_3_3 7d77619d-0743-42c6-b04e-1c9a9882254e regular 2 1 0 0 22 H none colony
20170712_3_4 622a3775-5617-4b6b-9107-b8bbb2fed550 regular 2 1 0 0 22 H none colony
20170713_1_1 1776abcb-dddd-4980-827c-036f429f2235 regular 2 1 0 0 23 H none colony
20170713_2_1 dd2528b8-7588-4f66-a499-d8cd54fc61a2 regular 2 1 0 0 23 H none colony
20170713_3_1 14924865-37f4-4ce5-931e-57834be02c40 regular 2 1 0 0 23 H none colony
20170713_3_2 a66dcb7a-f30c-4cfc-b46f-e9da35f76e88 regular 2 1 0 0 23 H none colony
20170725_1_1 f39af406-5195-4561-bc25-1718e83d35ad fast 2 1 0 0 34 H vclamp colony
20180413_1_2 90a4a81e-1330-482a-a471-2ad9d987034a trans 2 1 1 0 100 H none female
20180419_1_1 c1df0e4e-e44e-46cc-a52c-614335ae58aa regular 2 1 1 0 18 H none colony
20180419_2_1 f7c77650-2c79-4efc-8288-c059a26689fa onset 2 1 1 0 18 H none colony
20180419_2_3 37236e69-66a8-4da3-9270-fb26a8735985 onset 2 1 0 0 18 H none colony
20180419_3_2 30da849b-bea1-4aba-8f94-3d0c1270d9a0 regular 2 1 1 0 18 H none colony
20180420_1_1 fa5a68a0-1fcb-41d3-ab81-7beeaa7a3554 onset 2 1 0 0 108 H none colony
20180420_3_1 6e151c57-d476-4444-a029-4286e1100410 trans 2 1 0 0 108 H none colony
20180425_1_1 79fcb930-0905-47d0-b705-54f43dbb6f52 regular 2 1 1 0 108 H none female
20180425_1_2 18511eb0-9f8a-49cc-8c64-e684980c76f8 regular 2 1 1 0 108 H none female
20180425_2_1 d20772aa-1d0c-4826-9a83-9d2552a45900 regular 2 1 0 0 108 H none female
20180426_1_1 26c86370-5c51-4394-a18e-8b9e34a02182 onset 2 1 0 0 108 H none female
20180426_1_2 b6321807-16ca-41ef-afd3-dcf4f2dbaa02 trans 2 1 1 0 108 H none female
20180426_1_3 b7bca75b-8145-41e1-b5b7-0c408b36816d regular 2 1 1 0 108 H none female
20180426_2_1 795302f3-b03c-4475-a13a-e2a83deccc3e onset 2 1 0 0 108 H none female
20180426_2_2 a94f8b97-9ee6-4955-884a-fb5b673df018 regular 2 1 1 0 108 H none female
20180426_3_1 e588ed6f-624e-44b9-8328-6935f3780cb3 trans 2 1 1 0 108 H none female
20180426_3_2 4a1fd382-1f56-4a16-b19b-e5e1dbdca682 regular 2 1 0 0 108 H none female
20180426_3_3 397edef4-b2a3-4264-a8f7-a0ba21628aad regular 2 1 1 0 108 H none female
20180430_1_2 203bd2c0-08cc-419b-839d-e6ced4f9ddbd trans 2 1 0 0 119 H none colony
20180430_1_3 f097a761-8fe4-49cb-9bcf-40ccfec90082 onset 2 1 0 0 119 H none colony
20180430_1_4 07c0ea39-069a-43dc-bb87-67786fab8a31 regular 2 1 1 0 119 H none colony
20180430_2_1 13d1e745-6aed-4521-ac05-7b33aa3e3cb8 onset 2 1 0 0 119 H none colony
20180430_3_2 e7bb3fa2-9754-499d-a92d-cfc95e2a7ca1 regular 2 1 1 0 119 H none colony
20180430_4_1 e1623515-2bb6-4562-a2aa-ea17dbbb0846 regular 2 1 0 0 119 H none colony
20180430_4_2 80555b3f-cf19-4ee8-b293-64c52209fc53 regular 3 1 1 0 119 H none colony
20180501_1_1 a9aebe9d-32ec-4095-bff9-c8df2c836ef3 trans 2 1 1 0 66 H none colony
20180501_2_1 c50f922a-c354-492e-8ca0-2d70fe35fdad trans 2 1 0 0 66 H none colony
20180501_2_2 f5db3a03-8541-4e0f-9e4f-099d2b475e8b regular 2 1 1 0 66 H none colony
20180501_2_3 2b184ef6-31d7-41fd-a746-57b7c16ca1ee regular 2 1 1 0 66 H none colony
20180501_2_4 6f8faa6f-3bfa-4235-bf5f-1668f6cf1ae4 regular 2 1 1 0 66 H none colony
20180501_2_5 dff0e18c-511f-48fb-954b-2b2119cc52bb regular 2 1 1 0 66 H none colony
20180502_1_1 94b73097-15d8-4a14-be74-54601b7c4974 regular 3 1 0 0 67 H none colony
20180502_1_2 bcc39216-9d87-415c-a64f-3acbea90d31d regular 2 1 0 0 67 H none colony
20180502_1_3 5bc1a962-a667-4ce5-ac6e-a31b214ba5ed regular 2 1 0 0 67 H none colony
20180502_1_4 ad13f8f2-4766-4153-9453-5106caf9b859 regular 2 1 0 0 67 H none colony
20180502_1_5 e861cc55-e86e-445b-a32d-635467a7b820 regular 2 1 1 0 67 H none colony
20180502_2_1 99b49074-edf9-4f3b-9bc0-166e50882316 trans 2 1 1 0 67 H none colony
20180502_2_2 57a70575-b798-475c-a7cd-c325f48f7949 regular 2 1 0 0 67 H none colony
20180503_3_2 00d25429-89da-43d8-a40b-1fa9b46faedc trans 2 1 1 0 114 H none female
20180503_3_3 63e22071-2adf-4d50-aed8-728a5d3f07b9 regular 2 1 1 0 114 H none female
20180503_3_5 9af30533-686f-4744-a92d-7894ed6c117b trans 2 1 0 0 114 H none female
20180503_4_1 cae14ad7-5173-4f17-a7d4-ef4295c0cd7e regular 2 1 1 0 114 H none female
20180503_4_2 5625f4d7-383f-45cd-9b20-6a2997261e45 trans 3 1 0 0 114 H none female
20180504_1_3 f3b3d434-f88e-463b-ad80-eb4b688f1554 onset 2 1 0 0 114 H none colony
20180504_2_1 ae899d53-d50a-4398-81ab-77f5468c1112 regular 2 1 1 0 114 H none colony
20180504_2_2 0d3ab89f-0d15-4c76-99de-14e465c59a4b regular 2 1 0 0 114 H none colony
20180504_2_3 32ccf9da-3831-4576-b281-331de7fbff20 regular 2 1 1 0 114 H none colony
20180507_1_2 9493b845-894f-4535-89e5-2e098b2f8827 regular 2 1 1 0 68 H none colony
20180507_1_3 1a9f40b8-f730-4467-a69c-90ca05d0585b regular 2 1 1 0 68 H none colony
20180507_1_4 c12efbd8-a09a-4a83-9450-ac43b88d364c regular 2 1 1 0 68 H none colony
20180507_1_5 ccb84ab5-424c-4d39-a5e1-d042d6afacf9 regular 2 1 1 0 68 H none colony
20180507_2_1 d888907c-db5f-4cf2-80df-abd6fb64df34 regular 2 1 1 0 68 H none colony
20180507_2_2 e846d73c-a68f-4f1f-b969-395cd64302b5 regular 2 1 1 0 68 H none colony
20180507_2_3 61a48c0e-7577-4e84-b828-d2e7d7d86ea3 onset 2 1 1 0 68 H none colony
20180507_2_4 9345e78e-ec02-438b-a222-149536c094b8 regular 2 1 1 0 68 H none colony
20180507_2_5 56b148a4-72b2-4a88-879a-e59b53e797bb regular 2 1 1 0 68 H none colony
20180509_1_1 3ca51c2e-cb1f-468c-a2c6-54d00ed691cd regular 2 1 1 0 120 H none female
20180509_1_2 aba6ec0b-4f0e-4ab0-a921-0d5b26e1a438 regular 2 1 1 0 120 H none female
20180509_1_3 9b956752-a5b7-44f6-9f22-9a8756eccd6c regular 2 1 0 0 120 H none female
20180509_1_4 e14ddc57-09b0-4cf1-95c1-a9cf7de3f81a fast 2 1 0 0 120 H none female
20180509_2_2 09de6859-62a4-48fa-98b5-5eaf640c44b7 trans 3 1 1 0 120 H none female
20180509_2_3 5d7100c5-c39f-4696-8f90-b3325cef35a8 regular 2 1 1 0 120 H none female
20180509_2_4 7000c89d-b706-4eee-9735-2c294039ee69 trans 2 1 1 0 120 H none female
20180509_2_5 1abdb782-6bde-4d66-9b7e-8382318bfca3 regular 2 1 1 0 120 H none female
20180509_3_1 7ec47e88-fcb4-4bae-a50f-6416a0695ba6 regular 2 1 0 0 120 H none female
20180509_3_3 56257f88-e1c3-40d4-8f12-94fb23e04ef3 trans 2 1 1 0 120 H none female
20180509_3_4 28151dd1-bd63-4165-b882-c74c9fb00280 regular 2 1 0 0 120 H none female
20180509_3_5 a2f04886-5941-4af4-b783-9e172b3b654f regular 2 1 1 0 120 H none female
20180509_3_6 0a5fd3cf-9ce5-4dc6-8394-895c0f05ec1e regular 2 1 1 0 120 H none female
20180510_1_1 69b721dc-269c-407c-8040-f9e08ab32968 regular 2 1 0 0 65 H none colony
20180510_2_1 6d3bf1f0-09cd-43aa-b56d-b73ddc50c117 trans 2 1 0 0 65 H none colony
20180511_1_2 88a81b3a-b374-4dfd-b19d-176b0e983838 regular 2 1 0 0 65 H none colony
20180514_1_1 2537d819-14a9-4431-9e86-3919e894abae trans 2 1 0 0 70 H none colony
20180514_1_2 58dc8ab7-f00e-46d1-ba50-f07e99ce7ac1 trans 2 1 0 0 70 H none colony
20180514_1_3 862f4dfc-7de5-4816-927c-e3e5e8540cf6 trans 2 1 1 0 70 H none colony
20180514_1_4 7580dfd4-4555-4f6d-801d-d6a2dcff9a60 regular 2 1 1 0 70 H none colony
20180514_1_5 16060caa-8553-4cfb-b2c7-d0f430c46203 onset 2 1 1 0 70 H none colony
20180514_1_6 0c4e0c20-3602-497c-bcd8-1012026fafde regular 2 1 1 0 70 H none colony
20180514_2_2 89952ae1-951e-44f3-b82a-cb919418c193 regular 2 1 0 0 70 H none colony
20180514_2_3 3f8a670d-7b2b-4300-ba29-89ca68487dad regular 2 1 1 0 70 H none colony
20180514_2_4 55e60f42-92d8-4a6e-8e83-568839cb0b35 fast 2 1 0 0 70 H none colony
20180514_2_5 2d9f45e5-48c8-4674-b9fb-bfc5c00243c2 regular 2 1 1 0 70 H none colony
20180514_3_1 a5a9edd1-629b-4868-84ce-40332a3fdd0f regular 2 1 0 0 70 H none colony
20180516_1_1 40b25460-bb7f-49a6-b21b-55ad6b293589 regular 2 1 0 0 34 H none exposure
20180516_1_2 bca5e679-0c63-44da-ba06-e3a5c3c7a30e regular 2 1 1 0 34 H none exposure
20180516_1_3 49756c54-6ba3-4613-b660-3e135af068dd regular 2 1 1 0 34 H none exposure
20180516_1_4 32122b8b-3cbb-4b51-9755-cde01bf21c61 regular 2 1 1 0 34 H none exposure
20180516_1_5 1c60eeb7-3c71-420a-b636-c0244b8c7d6f regular 2 1 1 0 34 H none exposure
20180516_1_6 13eb68e1-8888-4f3e-8ab7-ed7360e4fcb1 regular 3 1 0 0 34 H none exposure
20180516_1_7 a18b39e8-3a34-412c-b42a-d223ccd8ad63 regular 2 1 1 0 34 H none exposure
20180516_1_8 0bfb7dc5-6e05-43cf-b290-d36ba1f9ab52 regular 2 1 1 0 34 H none exposure
20180516_1_9 1af3bad9-67a9-4b9e-96cd-dc1aa92676d7 regular 2 1 0 0 34 H none exposure
20180516_4_1 801826ce-ad88-4bcf-8e17-99d97ae5432f regular 2 1 1 0 34 H none exposure
20180517_1_1 1a73b4f3-ef31-4f7e-b862-13d06eda4c4f trans 2 1 0 0 34 H none exposure
20180517_1_2 5f83e114-9238-418a-93e1-4e87bdb33f9d regular 2 1 0 0 34 H none exposure
20180517_2_1 5d116f8a-c963-4b18-90ed-aee334afd9dc regular 2 1 1 0 34 H none exposure
20180517_2_2 21c7c453-b324-490f-bd5a-62d62b438d4d regular 2 1 1 0 34 H none exposure
20180517_2_3 2216f343-6c7e-4550-96b1-1c28b0a2d392 regular 2 1 1 0 34 H none exposure
20180517_2_4 64a562e7-f566-4ad8-98fd-8651d996bf2d regular 2 1 0 0 34 H none exposure
20180517_2_6 365b0619-dcf2-460d-9cb6-060c47a2c823 regular 2 1 0 0 34 H none exposure
20180517_2_8 3b9fd85e-9a6a-4306-9aa1-cb197ff17d24 regular 2 1 1 0 34 H none exposure
20180522_2_1 6d19e78f-8100-4e5d-a9c1-2e0fa8293189 regular 2 1 1 0 115 H none female
20180522_4_1 6c53b202-762c-47fe-92fb-0cf9f0644c88 regular 2 1 1 0 115 H none female
20180522_4_2 8505b27d-7c22-406b-bd27-5033f7ff5b44 regular 2 1 1 0 115 H none female
20180522_4_3 af3d831f-d122-4945-844c-4dda6d29c099 regular 2 1 1 0 115 H none female
20180522_4_4 269f5ff9-2844-4c09-ba69-950a2bf1304e regular 2 1 1 0 115 H none female
20180522_5_1 2aea2db9-3f68-4b71-b686-0d17f9a8a631 regular 2 1 1 0 115 H none female
20180522_5_3 d40f0ad1-185b-44ee-8d62-7f9fc1793d38 trans 2 1 1 0 115 H none female
20180522_5_4 426ff85e-473a-4684-9760-238ec11cd841 regular 2 1 1 0 115 H none female
20180523_1_1 71c41154-0860-4c9b-a5c1-c6a0653cc577 regular 2 1 1 0 117 H none female
20180523_1_4 c2fb3c1c-568e-47c9-87b9-4381b8f79810 onset 2 1 1 0 117 H none female
20180523_1_5 e610084c-87dc-4a2a-a6c6-ec736d1f51b5 regular 2 1 1 0 117 H none female
20180523_1_6 1747dbf5-0efe-4d6d-bb98-542cf74013ff regular 2 1 0 0 117 H none female
20180523_2_1 2200e0c8-b246-4dc7-90bb-69c8e0f8f84d trans 2 1 0 0 117 H none female
20180523_2_2 5da781fd-5eb6-4f31-883b-56f85ce1ead8 trans 2 1 0 0 117 H none female
20180523_2_3 0a76d87b-c3d1-4d2b-9153-cb1d8956c880 onset 2 1 1 0 117 H none female
20180523_2_4 a993640f-810c-4496-af74-a467e0240050 regular 2 1 1 0 117 H none female
20180525_1_1 e68a5a81-6077-4c46-b4c7-b4b6c706fc89 trans 2 1 0 0 119 H none female
20180525_1_2 fcb33b40-3634-41de-aadc-e36cff9ee7a1 regular 2 1 1 0 119 H none female
20180525_1_3 23da9fde-3b40-4029-b2c3-09f9c7255d49 onset 2 1 1 0 119 H none female
20180525_1_4 ec9529b2-4f65-446c-9c29-df5286109dd8 regular 2 1 1 0 119 H none female
20180525_1_5 c0607091-8d88-41f7-a82d-3235ee3fabc6 trans 2 1 1 0 119 H none female
20180525_1_6 1b83f8d9-d63d-42fc-81a3-82e7feb0b455 onset 2 1 0 0 119 H none female
20180525_1_7 20ad3369-9669-4700-a755-f0d71e510bbb regular 2 1 1 0 119 H none female
20180525_1_8 b782da47-d929-4fb1-9e2a-0268a12a9ccd regular 2 1 1 0 119 H none female
20180525_1_9 c5e19173-6198-464d-a7a7-f8b79ab5967b regular 2 1 1 0 119 H none female
20180525_1_10 8da39db1-5eff-43d9-936e-befe77662853 regular 2 1 1 0 119 H none female
20180530_1_2 21542596-877f-4912-aa8f-8817f0a26c0e trans 2 1 1 0 65 H none female
20180530_1_3 62f11583-449a-4b75-81a8-83e530a86bbe regular 2 1 1 0 65 H none female
20180530_1_4 f6df5501-4086-4222-afb9-7d9344e94e91 regular 2 1 1 0 65 H none female
20180530_1_5 855d6e06-f20a-45a3-8019-4ab6c12edeaf regular 2 1 1 0 65 H none female
20180530_1_6 90178fd4-35f3-47bf-9871-ba09dd7fec2d regular 2 1 0 0 65 H none female
20180530_1_7 0b5b70f8-a295-4e24-833f-aa1201eb4a51 regular 2 1 0 0 65 H none female
20180530_1_8 7e9cfff7-7586-43e7-b91d-d93873644a54 regular 2 1 1 0 65 H none female
20180530_1_9 558a1dc4-43be-43b4-9a8f-5736435058f0 regular 2 1 1 0 65 H none female
20180530_2_1 1275e043-359b-4921-be58-466a329a1cf0 regular 2 1 0 0 65 H none female
20180530_2_2 2eff1e62-61fd-46d3-9b41-bb20a725d99a regular 2 1 1 0 65 H none female
20180530_2_3 012a0fbd-3298-4e3a-a093-a55b77b391d0 trans 2 1 1 0 65 H none female
20180530_2_4 f0cb107a-092f-48c7-b193-a4bdc9abff23 fast 2 1 0 0 65 H none female
20180530_2_5 8a8506fd-e57a-4193-8c92-a5134541e00f fast 2 1 1 0 65 H none female
20180530_2_6 249aa9e8-1824-437a-b5e9-ded4895b1e6d regular 2 1 1 0 65 H none female
20180531_1_1 cfe1821d-14ef-4fab-bc51-fe10ef27df23 trans 2 1 0 0 66 H none female
20180531_2_3 20942f06-11d6-4de4-acbc-57a0f231bee5 trans 2 1 1 0 66 H none female
20180531_2_4 19d093c1-06d0-4e71-bc29-d9ed8e9620cc regular 2 1 1 0 66 H none female
20180531_2_5 39b1f938-5554-40d2-8a0f-ae3d14ae3653 regular 2 1 1 0 66 H none female
20180531_2_6 dc71a14d-57b5-490e-a67c-1555ac1d41eb trans 2 1 0 0 66 H none female
20180531_3_1 27ec2159-f93d-4070-b401-93c5c099f1d9 trans 2 1 0 0 66 H none female
20180531_3_2 6f03e0f1-b7ff-442f-bc4f-598d9e5134a6 onset 2 1 0 0 66 H none female
20180602_1_1 72271e79-cc64-4eb7-a1d3-7ff4209d8b8c regular 2 1 0 0 19 H none colony
20180602_2_1 32614e13-482b-47c9-ac13-8e6051d010cf regular 3 1 0 0 19 H none colony
20180602_2_3 2f85c123-3647-4146-8e78-5710e40e1a3d regular 2 1 1 0 19 H none colony
20180602_2_4 fe752d50-5a33-4f92-b904-8c6e53362a87 regular 2 1 1 0 19 H none colony
20180602_2_5 1947f68b-3242-4d20-84a0-dfc1c8fcf4d7 regular 2 1 1 0 19 H none colony
20180602_2_6 008415f6-0c36-4ad7-ac21-444310220c71 regular 2 1 1 0 19 H none colony
20180602_2_7 bec62239-f1ff-4ae1-a9c2-35c5fa9df4c5 regular 2 1 0 0 19 H none colony
20180602_2_8 b5a3d294-9e74-4606-acbb-b0cbe223da88 regular 2 1 1 0 19 H none colony
20180602_2_9 f69eabf7-1bdf-4d89-8e2d-fa1a6edec19b regular 2 1 1 0 19 H none colony
20180602_2_10 574fb9fb-d773-4e26-b222-78146cdf9776 regular 2 1 1 0 19 H none colony
20180603_1_1 aaccc7d8-e1ac-498f-9b8a-2265260cb410 regular 2 1 1 0 20 H none colony
20180603_1_2 b3a4e4a0-c4ff-45f7-a757-5c871673625f regular 2 1 1 0 20 H none colony
20180603_1_3 81f5902b-08bc-4e4c-b86b-5678992c5023 regular 2 1 1 0 20 H none colony
20180603_1_4 032ef7a0-1516-4d8e-8456-183447d6fb7f regular 2 1 0 0 20 H none colony
20180603_1_5 1aca1c1e-ee56-42ab-9a9a-9a3ae3937add regular 2 1 1 0 20 H none colony
20180603_1_6 f5e17012-8ae9-4951-ad2a-60df8e0edf8c regular 2 1 1 0 20 H none colony
20180603_1_7 ab727183-286a-4af3-93d1-4b4cad894610 regular 2 1 0 0 20 H none colony
20180603_1_8 6a1f7988-be3f-44bb-bfff-979bcf22feb0 regular 2 1 1 0 20 H none colony
20180603_2_2 840975d1-aa90-47fc-a256-b09ba4a4ad7d regular 2 1 0 0 20 H none colony
20180603_2_3 1a461c11-3d1f-4429-b426-8cc592e5d0c6 regular 2 1 1 0 20 H none colony
20180604_1_1 951c9e90-1810-4e23-a93a-fb8c20c8033e regular 2 1 1 0 20 H none colony
20180604_1_2 643eab99-b4c0-43b4-945f-f52c7141e26e regular 2 1 1 0 20 H none colony
20180604_1_3 2c35a600-3681-49d2-8626-d6ee1f0db462 regular 3 1 1 0 20 H none colony
20180604_1_4 1ee72657-9d74-46f7-b527-3e80e1f5f4c4 regular 2 1 1 0 20 H none colony
20180604_1_5 47c01f4f-c56f-48af-9804-945844a7d52f regular 2 1 1 0 20 H none colony
20180604_1_6 4017bd96-1227-4703-a875-164d85e19493 regular 3 1 1 0 20 H none colony
20180604_2_1 1afe8adf-85eb-4e39-a79a-321900aa9574 regular 3 1 0 0 20 H none colony
20180604_2_2 f7433bd4-afe1-4de5-ae03-ea104b388501 regular 2 1 1 0 20 H none colony
20180604_2_3 c003cb4d-d9f4-42f8-9361-66a1007b8ca7 regular 2 1 0 0 20 H none colony
20180604_3_1 bb640f23-d7c6-49b2-b599-930a2cd9b3e3 regular 2 1 1 0 20 H none colony
20180604_3_2 c716949f-5a00-4f1b-b3dc-960b29501cfc regular 2 1 1 0 20 H none colony
20180604_3_3 8f074bb0-13f5-497c-b79f-b9b1d9bf38e1 regular 2 1 1 0 20 H none colony
20180605_1_1 a8548884-5433-42c5-b9cb-8af5fd5c5e40 regular 2 1 1 0 19 H none colony
20180605_1_2 38eb9c22-8260-4eff-a370-b15c2ab0299c regular 2 1 1 0 19 H none colony
20180605_1_3 78b0612b-81e9-4e45-9db4-e39d7885f9a4 regular 2 1 1 0 19 H none colony
20180605_1_4 e126ffc2-23b1-463b-997d-aab5699bc91c regular 2 1 0 0 19 H none colony
20180605_1_5 47cccf35-f787-4f41-b11d-c5fc1cb2e31b regular 2 1 0 0 19 H none colony
20180605_2_1 a694a256-e5be-4221-8c86-4d237c98c1e0 regular 2 1 0 0 19 H none colony
20180605_2_2 c2181955-4912-4ec8-8c3b-a9d43f722107 regular 2 1 1 0 19 H none colony
20180607_2_5 694dd7ce-3007-49a2-bfa3-9f0bde41568c regular 2 1 0 0 106 H none colony
20180607_2_6 dd8b7ae5-c25b-4169-85d6-60f6c80e564c regular 2 1 1 0 106 H none colony
20180607_2_7 d827bd60-f05b-4d0f-b2fe-7c0fd31b2be4 regular 2 1 0 0 106 H none colony
20180607_2_8 43afb28f-ca8e-48a6-9f11-2d56c5dd36f2 regular 2 1 0 0 106 H none colony
20180607_2_9 4bbbc540-7acd-48bf-b41d-16d9cd648328 trans 2 1 1 0 106 H none colony
20180607_2_10 7fc64540-8bc1-4e30-a362-9964c1720949 regular 2 1 0 0 106 H none colony
20180607_2_11 c35442ca-b6c6-46ef-84f0-fe57c36b8610 regular 2 1 0 0 106 H none colony
20180613_1_2 0c4de3c0-6ff0-46cf-b9aa-bc8fd63d84a9 regular 2 1 1 0 65 H none colony
20180613_1_3 203d5e36-9f31-4c3e-b927-6c43f9334ec5 regular 2 1 0 0 65 H none colony
20180613_1_4 972bb9a6-6428-412b-8ee4-0d8bba381ef0 trans 2 1 1 0 65 H none colony
20180613_1_6 a54333b6-8e89-4ebe-80c7-92190b6aff32 regular 2 1 1 0 65 H none colony
20180613_1_7 5104da50-e8ef-4b34-98a3-152bfc1e5739 regular 2 1 1 0 65 H none colony
20180626_1_1 d6e05433-7891-43d3-bd9d-cf992e4e9133 regular 2 1 1 0 34 H none deprivation
20180626_1_2 acc67f11-54fd-47c1-81e5-7c17660cd5a3 regular 2 1 0 0 34 H none deprivation
20180626_2_1 0d83fa34-165d-4d9b-8751-ea3bd1c54e83 regular 2 1 1 0 34 H none deprivation
20180626_2_2 32331ce7-3b00-48ed-b480-8948fe1f7d27 regular 2 1 1 0 34 H none deprivation
20180626_3_1 ff3e3d56-9a07-4201-a993-e77dc04ab6a9 trans 3 1 1 0 34 H none deprivation
20180626_3_2 da67de56-f7d6-47c2-a9b6-d894ba239fcf regular 2 1 1 0 34 H none deprivation
20180626_3_3 6e693f8c-692e-4908-a43a-a19db3717e69 regular 2 1 0 0 34 H none deprivation
20180627_1_2 479ebe8d-453a-45ba-88fa-af51334a2456 regular 2 1 1 0 35 H none deprivation
20180627_1_3 0089afe2-f6c8-4952-bdf7-8f90e7bdaf65 regular 2 1 1 0 35 H none deprivation
20180627_1_4 c5e58b0f-127b-486a-8d95-04651b8b6dd2 regular 2 1 0 0 35 H none deprivation
20180627_1_5 ca88fd2b-17b8-46a0-93ab-1aded99cf18c regular 2 1 0 0 35 H none deprivation
20180627_1_6 ea267599-57bb-4847-bef5-fcf3888bdd77 regular 2 1 1 0 35 H none deprivation
20180627_2_1 fd331a27-ecf4-42d5-88d8-968714497d1d regular 2 1 0 0 35 H none deprivation
20180627_2_2 10131026-06e4-4692-8f57-4d1dd617e088 regular 2 1 1 0 35 H none deprivation
20180627_2_3 ca56e3f3-aca4-409b-93a7-a18358bd1b3e regular 2 1 0 0 35 H none deprivation
20180627_2_6 acf610ad-535e-43c3-b18e-f2a30be7619d regular 2 1 1 0 35 H none deprivation
20180628_1_1 930ede22-f486-4517-a108-b4ea2c6927f3 regular 2 1 1 0 35 H none deprivation
20180628_2_1 e480a23c-a6e1-444c-a78c-4cb23ac52513 regular 2 1 0 0 35 H none deprivation
20180628_3_1 01d7cf68-c09d-4554-a845-75a2bdb54daa regular 2 1 1 0 35 H none deprivation
20180628_3_2 d373e93f-5cc6-4481-a3ba-0f78a10b891a regular 2 1 1 0 35 H none deprivation
20180628_4_1 73ee7393-4705-4285-b101-29ccc89fa0fc regular 2 1 0 0 35 H none deprivation
20180628_4_2 b895742a-6e3d-4309-8269-61ffa19a3134 regular 2 1 1 0 35 H none deprivation
20180628_4_3 cce46908-d90a-499e-abf3-5e63bcff7e86 regular 2 1 0 0 35 H none deprivation
20180628_4_4 f4041eb5-d347-45c3-bca4-83c4dbe24640 trans 2 1 0 0 35 H none deprivation
20180628_4_5 a1746bc1-e26a-439e-8eda-5ab198e5a679 regular 2 1 1 0 35 H none deprivation
20180628_4_6 f80baf0c-3c17-4e21-8d99-64ef1b9693c3 regular 2 1 0 0 35 H none deprivation
20180629_1_1 1de5f125-e6ca-4100-8802-071bf2a82554 regular 2 1 1 0 34 H none female
20180629_1_3 db8bb024-5531-4b4b-9a76-47199f6e4157 regular 2 1 0 0 34 H none female
20180629_1_4 8f7fab33-0d4b-4c47-ac57-04b5a1e48336 trans 2 1 0 0 34 H none female
